Hyperbolic rotation test
---------------------------------------------
Number of tests             : 2500
Number of CORDIC iterations : 10
Number format               : q3.28
CORDIC iteration logging    : OFF
Test logging                : OFF
---------------------------------------------
---------------------------------------------
Test table
No :     init x,     init y,   init ang |      exp x,      exp y,     exp ang |      error x,      error y,  error ang
1180 :   2.462051,   7.673285, -56.962193 |  -4.287072,   7.399046,    0.000000 | 1.736444e-03, 1.005199e-03,   0.013453 :       OK
1181 :  -2.494804,  -3.230448,   7.039565 |  -2.415960,  -2.955809,    0.000000 | 1.768039e-03, 1.444791e-03,   0.034287 :       OK
1182 :   2.578382,   0.011277, -46.710891 |   2.882258,  -1.931338,    0.000000 | 1.481393e-03, 2.209691e-03,   0.043909 :       OK
1183 :  -1.091630,  -5.478600, -13.829866 |   0.175665,  -4.458346,    0.000000 | 8.558293e-04, 3.451253e-05,   0.010998 :       OK
1184 :   4.686962,   1.262213, -46.942167 |   4.311739,  -2.136008,    0.000000 | 1.360242e-03, 2.743389e-03,   0.036445 :       OK
1185 :   4.551567,  -5.089967,  50.589888 |   1.114168,  -2.194440,    0.000000 | 1.115772e-03, 5.669812e-04,   0.029124 :       OK
1186 :  -2.542739,   2.130978, -41.479547 |  -4.082327,   3.916674,    0.000000 | 3.425237e-03, 3.570287e-03,   0.050139 :       OK
1187 :   3.323963,  -3.717856,  -9.339813 |   3.300009,  -3.577691,    0.000000 | 9.769187e-04, 9.011836e-04,   0.015635 :       OK
1188 :  -2.466749,   5.807653, -39.152184 |  -6.099013,   7.498792,    0.000000 | 1.031819e+00, 1.511512e+01,   6.954816 : Overflow
1189 :   6.376371,  -0.852614, -13.918225 |   5.621431,  -2.026421,    0.000000 | 1.223667e-03, 3.389925e-03,   0.034544 :       OK
1190 :   1.537019,   7.088559, -18.480768 |  -0.587983,   5.772046,    0.000000 | 1.314765e-03, 1.349911e-04,   0.013050 :       OK
1191 :   2.315212,   3.268059,   9.685531 |   2.409232,   3.076917,    0.000000 | 7.334539e-04, 5.745148e-04,   0.013649 :       OK
1192 :  -1.815062,  -7.674902, -14.606269 |   0.085836,  -6.188434,    0.000000 | 1.939204e-03, 2.819038e-05,   0.017954 :       OK
1193 :  -6.469850,   4.078217,  14.089634 |  -4.691125,   2.153334,    0.000000 | 9.391929e-04, 2.044014e-03,   0.024958 :       OK
1194 :  -2.996448,   3.831425,  -0.183436 |  -2.496589,   3.187222,    0.000000 | 1.325416e-01, 1.048528e-01,   2.344424 :       OK
1195 :  -1.592541,   3.726077, -12.675502 |  -2.043527,   3.462537,    0.000000 | 2.738531e-03, 1.617302e-03,   0.045299 :       OK
1196 :  -6.425447,   5.127983, -23.403732 |  -7.569564,   6.853979,    0.000000 | 1.458013e+01, 1.451327e+01,   8.069192 : Overflow
1197 :   2.052858,  -5.012528, -38.668910 |   5.131442,  -6.381995,    0.000000 | 5.044515e-03, 4.054985e-03,   0.045310 :       OK
1198 :  -7.510376,  -4.961126, -52.579955 |  -4.714686,   0.581039,    0.000000 | 4.715104e-05, 3.886968e-04,   0.004725 :       OK
1199 :  -4.406803,  -6.285167,   4.731596 |  -4.100341,  -5.535429,    0.000000 | 3.449046e+00, 1.304686e+01,  26.741328 : Overflow
1200 :  -4.828785,   7.412077,  -4.146570 |  -4.462836,   6.456752,    0.000000 | 1.192801e+01, 1.263028e+01,  27.326354 : Overflow
1201 :   3.655549,   4.582355,  25.739219 |   5.110751,   5.601492,    0.000000 | 3.699830e-03, 3.376054e-03,   0.037825 :       OK
1202 :   7.636723,  -0.876087, -27.708930 |   7.457830,  -3.999062,    0.000000 | 1.538306e+01, 6.953864e-01,   3.763994 : Overflow
1203 :   3.353620,  -1.805911,   5.091211 |   2.660435,  -1.256834,    0.000000 | 2.327349e-04, 4.934274e-04,   0.010631 :       OK
1204 :  -3.493960,  -5.621322, -33.448926 |  -0.527041,  -3.691822,    0.000000 | 1.655438e-03, 2.353928e-04,   0.025694 :       OK
1205 :  -0.722941,  -7.748381, -35.170071 |   3.482682,  -7.287470,    0.000000 | 1.515295e+00, 1.511275e+01,  10.936929 : Overflow
1206 :  -0.507446,  -3.199783,  22.245377 |  -1.510166,  -3.025388,    0.000000 | 2.880273e-03, 1.439118e-03,   0.054530 :       OK
1207 :  -7.557787,   3.324890,  23.742941 |  -5.641236,   0.325422,    0.000000 | 6.578696e-05, 1.158059e-03,   0.011762 :       OK
1208 :   5.761330,   0.608813,   5.061855 |   4.844003,   0.930056,    0.000000 | 6.510368e-04, 3.381031e-03,   0.039987 :       OK
1209 :   0.736246,  -2.447898, -14.638926 |   1.155609,  -2.255673,    0.000000 | 5.786315e-04, 2.961218e-04,   0.014703 :       OK
1210 :   0.578541,  -0.399072,  53.246021 |   0.348732,   0.028450,    0.000000 | 3.610081e-07, 3.923507e-06,   0.000647 :       OK
1211 :  -0.587593,  -5.068364,  37.751362 |  -3.573222,  -5.497050,    0.000000 | 2.208357e-03, 1.434722e-03,   0.023027 :       OK
1212 :  -2.443232,  -1.304730,  13.772283 |  -2.348950,  -1.606092,    0.000000 | 1.213432e-03, 1.775480e-03,   0.043325 :       OK
1213 :  -2.630505,   5.681747,  17.947491 |  -0.789623,   4.252842,    0.000000 | 9.802348e-04, 1.827701e-04,   0.013204 :       OK
1214 :   3.573940,  -3.124054,  18.859349 |   2.258937,  -1.740116,    0.000000 | 9.023313e-04, 1.171001e-03,   0.029688 :       OK
1215 :   5.794677,  -1.502931,  17.561677 |   4.647693,   0.190832,    0.000000 | 1.245261e-04, 2.991409e-03,   0.036877 :       OK
1216 :   0.107997,   0.869340, -22.798878 |  -0.197874,   0.742622,    0.000000 | 6.653721e-04, 1.769104e-04,   0.051345 :       OK
1217 :   7.526598,  -0.647966,  41.462120 |   7.529381,   4.239721,    0.000000 | 2.418123e-03, 4.297322e-03,   0.032711 :       OK
1218 :  -3.766362,  -6.479002, -21.287242 |  -1.299762,  -4.563464,    0.000000 | 4.275124e-04, 1.210847e-04,   0.005370 :       OK
1219 :  -0.432919,   2.304973,  -8.458516 |  -0.646535,   1.986729,    0.000000 | 5.791310e-05, 1.913538e-05,   0.001667 :       OK
1220 :   0.972040,   7.254220, -52.337089 |  -5.128515,   7.866669,    0.000000 | 1.966280e-03, 1.282757e-03,   0.014314 :       OK
1221 :   4.484962,  -1.766904,  47.387385 |   3.712959,   1.444226,    0.000000 | 9.811089e-04, 2.519164e-03,   0.038865 :       OK
1222 :  -3.622314,  -1.996860, -41.093894 |  -2.519581,   0.243698,    0.000000 | 4.755760e-07, 8.996361e-06,   0.000206 :       OK
1223 :   2.597360,   5.339668,  25.415947 |   4.401333,   5.861594,    0.000000 | 2.597522e-03, 1.951067e-03,   0.025379 :       OK
1224 :  -6.577225,   2.610310, -27.048817 |  -7.138165,   5.085158,    0.000000 | 3.606255e-03, 5.064218e-03,   0.040666 :       OK
1225 :  -0.426961,  -6.984252,  18.631060 |  -2.291078,  -6.221754,    0.000000 | 2.750675e-03, 1.011515e-03,   0.025336 :       OK
1226 :  -3.496678,  -2.935719, -55.479995 |  -1.626296,  -0.400479,    0.000000 | 9.021898e-05, 3.675060e-04,   0.012950 :       OK
1227 :   3.389294,   1.381239, -56.385177 |   2.968747,  -1.489167,    0.000000 | 7.930836e-05, 1.573678e-04,   0.003033 :       OK
1228 :   4.409858,   0.927155,  -2.805800 |   3.625918,   0.590993,    0.000000 | 5.605048e-04, 3.425820e-03,   0.054128 :       OK
1229 :   3.338640,   0.717174, -53.748815 |   3.437562,  -2.120419,    0.000000 | 1.719534e-03, 2.789343e-03,   0.046509 :       OK
1230 :   0.323635,   2.918606,  49.062629 |   2.709865,   3.624416,    0.000000 | 2.680446e-03, 2.004777e-03,   0.042355 :       OK
1231 :   5.650888,   4.180874, -52.559967 |   3.156270,   0.103579,    0.000000 | 2.697678e-05, 8.408021e-04,   0.015264 :       OK
1232 :   6.520291,   1.921599,  16.611128 |   6.108177,   3.252638,    0.000000 | 1.565387e-03, 2.937391e-03,   0.027545 :       OK
1233 :  -4.326673,   7.063511,  16.673071 |  -2.013505,   5.051539,    0.000000 | 3.033391e-03, 1.210515e-03,   0.034398 :       OK
1234 :  -5.236237,   1.834643,  25.124834 |  -4.080249,  -0.295872,    0.000000 | 9.841414e-05, 1.369239e-03,   0.019228 :       OK
1235 :   3.712299,   4.473703,  47.799325 |   7.684845,   7.959171,    0.000000 | 1.517609e+01, 1.520058e+01,   5.507303 : Overflow
1236 :   5.111465,  -1.605579, -53.278287 |   7.636404,  -6.488465,    0.000000 | 3.578373e-03, 4.212268e-03,   0.031620 :       OK
1237 :  -3.146399,  -4.143627, -20.659065 |  -1.515604,  -2.702332,    0.000000 | 1.787658e-03, 1.003317e-03,   0.037890 :       OK
1238 :  -2.646605,  -1.317069, -56.393489 |  -2.090587,   0.861432,    0.000000 | 7.904570e-05, 1.924786e-04,   0.005279 :       OK
1239 :  -6.822394,  -3.740261, -30.324492 |  -4.752281,  -0.410470,    0.000000 | 2.988609e-04, 3.483403e-03,   0.042000 :       OK
1240 :   5.402142,   1.320100,  30.054415 |   5.714867,   3.710244,    0.000000 | 1.530494e-03, 2.358658e-03,   0.023656 :       OK
1241 :   6.698104,  -6.115784,  24.118597 |   3.857841,  -3.121733,    0.000000 | 1.099327e-03, 1.358164e-03,   0.020161 :       OK
1242 :   3.128397,   1.070520,   5.153453 |   2.686399,   1.125694,    0.000000 | 1.012483e-03, 2.419213e-03,   0.051611 :       OK
1243 :   1.677500,   0.344405,  -7.273754 |   1.366813,   0.110901,    0.000000 | 8.708572e-05, 1.065537e-03,   0.044664 :       OK
1244 :   7.031017,   3.740664, -38.264435 |   4.953854,  -0.370241,    0.000000 | 1.527037e-04, 2.027157e-03,   0.023445 :       OK
1245 :   1.474583,  -0.096085,  29.458522 |   1.346079,   0.566686,    0.000000 | 1.259106e-04, 2.986079e-04,   0.012706 :       OK
1246 :  -6.404455,   2.446322, -30.855884 |  -7.250532,   5.333759,    0.000000 | 3.885043e-03, 5.283100e-03,   0.041767 :       OK
1247 :  -1.804010,  -2.206319, -42.251362 |  -0.446950,  -1.144834,    0.000000 | 7.713345e-04, 3.015043e-04,   0.038595 :       OK
1248 :  -6.674577,   4.990350,   6.161290 |  -5.124345,   3.568143,    0.000000 | 3.196238e-03, 4.588136e-03,   0.051278 :       OK
1249 :  -5.177895,  -4.986407, -10.838127 |  -3.586267,  -3.394286,    0.000000 | 1.177959e-03, 1.244500e-03,   0.019871 :       OK
1250 :   1.105761,  -4.089384,  38.183815 |  -1.303607,  -3.517380,    0.000000 | 4.811486e-04, 1.778100e-04,   0.007841 :       OK
1251 :   7.130755,  -7.279262,   9.556109 |   4.987363,  -5.132957,    0.000000 | 2.072749e-03, 2.013865e-03,   0.023150 :       OK
1252 :   0.065247,  -2.243813,  50.155642 |  -1.769885,  -2.568295,    0.000000 | 1.904472e-03, 1.311839e-03,   0.042504 :       OK
1253 :  -0.506095,  -5.866750,  25.851859 |  -2.735211,  -5.568090,    0.000000 | 3.617678e-03, 1.778669e-03,   0.037216 :       OK
1254 :   7.802785,  -2.779581,  10.916295 |   6.150378,  -1.107380,    0.000000 | 2.668587e-04, 1.488378e-03,   0.013867 :       OK
1255 :   3.139542,   1.601418, -23.449856 |   2.267218,   0.345444,    0.000000 | 1.868226e-04, 1.221704e-03,   0.030871 :       OK
1256 :   4.798441,  -1.893489,  31.832196 |   3.693611,   0.507717,    0.000000 | 3.193022e-04, 2.332425e-03,   0.036184 :       OK
1257 :  -2.923978,  -3.101083,  57.672512 |  -6.812976,  -6.866685,    0.000000 | 6.268133e-03, 6.219044e-03,   0.052334 :       OK
1258 :   1.250652,  -5.406776,  25.687769 |  -0.935675,  -4.463933,    0.000000 | 1.762994e-03, 3.685249e-04,   0.022632 :       OK
1259 :  -6.155494,   3.114699, -25.272302 |  -6.790011,   5.166743,    0.000000 | 4.936560e-03, 6.489831e-03,   0.054790 :       OK
1260 :   5.893713,   6.803121,  -0.963367 |   4.796265,   5.563670,    0.000000 | 1.501491e-01, 1.289058e-01,   1.564493 :       OK
1261 :  -3.611047,   5.223702,  20.535786 |  -1.603865,   3.518842,    0.000000 | 1.628973e-03, 7.432282e-04,   0.026517 :       OK
1262 :  -6.458817,   1.262955,   6.291396 |  -5.276445,   0.464625,    0.000000 | 3.417843e-04, 3.907040e-03,   0.042428 :       OK
1263 :  -2.350770,   1.531586,  12.682030 |  -1.715001,   0.866849,    0.000000 | 5.859120e-04, 1.160173e-03,   0.038771 :       OK
1264 :  -6.846505,  -2.739500, -31.290126 |  -5.245486,   0.638399,    0.000000 | 1.546607e-03, 1.284177e-02,   0.140291 :       OK
1265 :  -7.882909,  -4.108803,  13.032955 |  -7.493284,  -4.998748,    0.000000 | 1.355597e+01, 1.294849e+01,  18.439969 : Overflow
1266 :   3.524525,  -7.966658,  25.687404 |   0.159453,  -5.930604,    0.000000 | 2.304710e-03, 6.335765e-05,   0.022266 :       OK
1267 :   7.126701,   1.364115,  21.853506 |   6.791271,   3.525884,    0.000000 | 8.185334e-05, 1.591763e-04,   0.001348 :       OK
1268 :   3.160695,  -7.705771,  26.029147 |  -0.107747,  -5.832472,    0.000000 | 2.867178e-03, 5.133493e-05,   0.028166 :       OK
1269 :  -4.864819,   1.345785, -17.089781 |  -4.555685,   2.388734,    0.000000 | 2.113720e-03, 4.034666e-03,   0.050760 :       OK
1270 :  -3.205854,  -3.293274, -45.113838 |  -1.147256,  -1.306672,    0.000000 | 2.193875e-04, 1.925751e-04,   0.009628 :       OK
1271 :  -7.973191,  -3.748320, -13.096075 |  -6.072461,  -1.666468,    0.000000 | 1.152863e-03, 4.192811e-03,   0.039554 :       OK
1272 :  -2.998557,  -6.719804, -51.949650 |   2.194529,  -5.451286,    0.000000 | 4.363376e-03, 1.754382e-03,   0.045872 :       OK
1273 :  -1.267000,   0.911119, -12.703502 |  -1.246283,   1.009703,    0.000000 | 3.051036e-04, 3.764899e-04,   0.017299 :       OK
1274 :   0.186355,  -3.610469, -55.004706 |   3.570232,  -4.658118,    0.000000 | 3.293296e-03, 2.524925e-03,   0.040490 :       OK
1275 :   2.315455,   3.664514, -11.874375 |   1.328025,   2.705238,    0.000000 | 2.306648e-03, 1.133424e-03,   0.048839 :       OK
1276 :   1.115257,  -3.127551, -19.676733 |   1.889401,  -3.073828,    0.000000 | 2.586429e-03, 1.590792e-03,   0.048193 :       OK
1277 :   5.741727,   2.008087, -19.567728 |   4.464747,   0.105444,    0.000000 | 8.124631e-05, 3.529264e-03,   0.045291 :       OK
1278 :  -0.232756,  -1.140967, -35.131287 |   0.386979,  -1.004387,    0.000000 | 3.869040e-04, 1.492748e-04,   0.022066 :       OK
1279 :  -1.121204,   6.087374,  59.819157 |   4.800137,   6.905815,    0.000000 | 4.738613e-03, 3.295140e-03,   0.039299 :       OK
1280 :   5.175668,   5.673077, -30.056540 |   2.315004,   3.012437,    0.000000 | 1.356123e-03, 1.042480e-03,   0.025782 :       OK
1281 :   1.641158,  -2.312646,  54.247341 |  -0.081613,  -1.354504,    0.000000 | 3.430857e-04, 2.092992e-05,   0.014512 :       OK
1282 :   3.138371,   3.177377, -14.731120 |   2.005348,   2.047204,    0.000000 | 1.786401e-04, 1.749711e-04,   0.005009 :       OK
1283 :   2.525255,   3.085509,  57.801825 |   6.299140,   6.468659,    0.000000 | 4.764810e-03, 4.640088e-03,   0.042180 :       OK
1284 :  -6.260680,   7.710727,  -7.206292 |  -6.042991,   7.104010,    0.000000 | 1.192695e+01, 1.226294e+01,  24.266631 : Overflow
1285 :   4.225030,  -3.824223,   4.772277 |   3.253407,  -2.891936,    0.000000 | 3.111011e-04, 3.498414e-04,   0.006153 :       OK
1286 :  -1.873367,  -2.735703,  22.165070 |  -2.572501,  -3.058497,    0.000000 | 1.218076e-03, 1.024737e-03,   0.022807 :       OK
1287 :  -6.977326,   5.051010,  35.116685 |  -4.178873,   1.228539,    0.000000 | 7.847204e-04, 2.673945e-03,   0.036668 :       OK
1288 :   6.205746,  -1.142762,  26.425610 |   5.253865,   1.409184,    0.000000 | 5.668529e-04, 2.109036e-03,   0.022996 :       OK
1289 :   3.856480,  -3.771205, -11.145485 |   3.873343,  -3.815091,    0.000000 | 5.660224e-04, 5.746432e-04,   0.008491 :       OK
1290 :   6.591105,  -1.109599,  54.561736 |   7.126725,   4.661121,    0.000000 | 2.917760e-03, 4.458968e-03,   0.035835 :       OK
1291 :  -0.699440,  -0.284786, -28.838976 |  -0.531437,   0.037737,    0.000000 | 2.568771e-05, 3.646084e-04,   0.039311 :       OK
1292 :  -5.879531,  -5.848111, -41.382217 |  -2.389891,  -2.336207,    0.000000 | 1.923009e-03, 1.967248e-03,   0.047191 :       OK
1293 :   3.035807,  -1.389135,  43.644322 |   2.320471,   0.606304,    0.000000 | 2.570773e-04, 9.818497e-04,   0.024240 :       OK
1294 :   5.111424,   0.008729,  12.814021 |   4.349514,   0.963921,    0.000000 | 3.153175e-04, 1.418849e-03,   0.018688 :       OK
1295 :   1.536256,   2.539415, -19.730169 |   0.611048,   1.785636,    0.000000 | 1.635201e-04, 5.621209e-05,   0.005244 :       OK
1296 :   2.319577,   2.464106, -12.991868 |   1.506822,   1.657273,    0.000000 | 1.367562e-03, 1.243559e-03,   0.047254 :       OK
1297 :  -3.822972,   3.482538,  12.643854 |  -2.606898,   2.254661,    0.000000 | 1.376579e-03, 1.591372e-03,   0.034959 :       OK
1298 :   0.180959,  -7.272433,  11.300783 |  -1.044871,  -6.122481,    0.000000 | 3.729095e-03, 6.343575e-04,   0.034901 :       OK
1299 :   2.544505,   2.234396, -13.524588 |   1.728755,   1.402924,    0.000000 | 4.764714e-04, 5.869778e-04,   0.019444 :       OK
1300 :  -7.355576,   6.474216,  -1.809620 |  -6.276269,   5.567670,    0.000000 | 1.168358e+01, 1.141567e+01,  29.663304 : Overflow
1301 :  -4.289976,  -0.527969,   8.291309 |  -3.660700,  -0.959627,    0.000000 | 9.179159e-04, 3.509620e-03,   0.054940 :       OK
1302 :   1.000595,  -3.105678,  18.219260 |   0.039266,  -2.439936,    0.000000 | 2.161008e-03, 3.343658e-05,   0.050746 :       OK
1303 :  -6.073498,  -7.976595,   6.021930 |  -5.764475,  -7.186081,    0.000000 | 1.170268e+01, 1.217274e+01,  25.450994 : Overflow
1304 :   3.659013,  -3.485711, -20.643569 |   4.300206,  -4.199909,    0.000000 | 1.640562e-03, 1.679786e-03,   0.022395 :       OK
1305 :   0.808627,   0.152680, -30.045835 |   0.695852,  -0.223699,    0.000000 | 5.871724e-05, 1.830638e-04,   0.015076 :       OK
1306 :  -0.662598,  -4.888260,   1.912935 |  -0.685567,  -4.076809,    0.000000 | 4.379463e-02, 7.593388e-03,   0.614925 :       OK
1307 :   6.766912,   4.664076, -34.077714 |   4.197861,   1.035046,    0.000000 | 7.865646e-04, 3.182970e-03,   0.043438 :       OK
1308 :  -5.680569,   3.884192,  19.679770 |  -3.865492,   1.763983,    0.000000 | 1.388409e-03, 3.045638e-03,   0.045156 :       OK
1309 :  -3.360173,   4.857235, -25.394341 |  -4.911995,   5.709471,    0.000000 | 4.684431e-03, 4.030857e-03,   0.046985 :       OK
1310 :   5.270964,  -1.293640, -51.321049 |   7.344139,  -5.996579,    0.000000 | 2.416688e-03, 2.959030e-03,   0.023074 :       OK
1311 :  -6.018949,  -3.241494,  -0.972990 |  -4.949455,  -2.605302,    0.000000 | 6.888691e-02, 1.333730e-01,   1.554870 :       OK
1312 :   3.010885,  -1.102120,   3.377335 |   2.448780,  -0.768755,    0.000000 | 6.131846e-04, 1.956648e-03,   0.045789 :       OK
1313 :   5.402663,   2.152243, -49.852276 |   4.532267,  -1.906119,    0.000000 | 1.234267e-03, 2.931507e-03,   0.037051 :       OK
1314 :  -1.212707,   4.224143,  34.073304 |   1.019989,   3.509076,    0.000000 | 2.389837e-03, 6.933961e-04,   0.039027 :       OK
1315 :   6.220860,   5.213562,  15.558265 |   6.542654,   5.905577,    0.000000 | 1.371501e+01, 1.358158e+01,  15.914659 : Overflow
1316 :  -6.445092,   1.426399,  30.455895 |  -5.462324,  -1.623757,    0.000000 | 6.390076e-04, 2.145665e-03,   0.022502 :       OK
1317 :   1.797315,  -3.836223,  59.677205 |  -1.572209,  -3.221889,    0.000000 | 2.392635e-03, 1.166479e-03,   0.042561 :       OK
1318 :   0.749464,   5.641448,  12.241937 |   1.643957,   4.922316,    0.000000 | 2.683079e-03, 8.974366e-04,   0.031225 :       OK
1319 :  -1.275357,  -0.488375, -36.375795 |  -1.003890,   0.228228,    0.000000 | 3.817262e-05, 1.672085e-04,   0.009541 :       OK
1320 :   1.579671,   1.321535,  -2.157496 |   1.270409,   1.047993,    0.000000 | 6.747620e-03, 8.190023e-03,   0.370364 :       OK
1321 :  -7.414458,   3.296753, -11.802009 |  -6.850844,   4.070097,    0.000000 | 1.378801e+01, 2.933885e+00,  19.670914 : Overflow
1322 :  -6.198336,   6.649486,  59.342519 |  -1.364840,   2.419454,    0.000000 | 1.842072e-03, 1.039855e-03,   0.043608 :       OK
1323 :  -5.585826,  -7.094009,   9.247303 |  -5.649698,  -6.714637,    0.000000 | 1.251687e+01, 1.282771e+01,  22.225621 : Overflow
1324 :  -0.644259,  -3.832512,  34.273301 |  -2.650928,  -4.105480,    0.000000 | 1.089518e-03, 7.030389e-04,   0.015212 :       OK
1325 :  -3.014346,  -4.100230, -19.756643 |  -1.454866,  -2.726903,    0.000000 | 1.509980e-03, 8.062219e-04,   0.031717 :       OK
1326 :   1.527090,  -2.672492,  26.380073 |   0.346373,  -1.852562,    0.000000 | 1.402532e-03, 2.630294e-04,   0.043372 :       OK
1327 :  -3.666195,   2.714714, -34.457866 |  -5.046961,   4.614270,    0.000000 | 1.938040e-03, 2.119545e-03,   0.024049 :       OK
1328 :  -7.267050,   7.702380,  58.564956 |  -1.732768,   2.736685,    0.000000 | 2.365883e-03, 1.498848e-03,   0.049513 :       OK
1329 :   7.090176,  -6.230832, -19.162818 |   7.977052,  -7.466689,    0.000000 | 1.377146e+01, 1.369077e+01,  12.310106 : Overflow
1330 :  -6.417483,  -4.541954, -47.827905 |  -3.766325,  -0.180272,    0.000000 | 1.428364e-04, 3.021848e-03,   0.045971 :       OK
1331 :   3.337513,   4.750814, -58.075513 |  -0.397913,   2.833579,    0.000000 | 3.805279e-04, 5.296076e-05,   0.007696 :       OK
1332 :   4.435777,  -2.843274, -31.788106 |   5.639038,  -4.880296,    0.000000 | 6.743788e-04, 7.789794e-04,   0.007906 :       OK
1333 :   6.522522,  -5.555762,  33.956017 |   3.495987,  -2.044997,    0.000000 | 1.202129e-03, 2.053764e-03,   0.033648 :       OK
1334 :   4.933657,  -0.589023, -14.050193 |   4.338626,  -1.517526,    0.000000 | 3.844167e-04, 1.096958e-03,   0.014483 :       OK
1335 :  -6.147811,   0.613861, -25.216789 |  -5.834928,   2.877875,    0.000000 | 3.724980e-05, 7.410453e-05,   0.000723 :       OK
1336 :  -4.189971,  -0.281708, -26.703698 |  -3.748322,   1.420103,    0.000000 | 7.741436e-04, 2.045926e-03,   0.031280 :       OK
1337 :   1.720702,  -0.051098,   0.455976 |   1.427515,  -0.031038,    0.000000 | 1.889421e-04, 5.161161e-02,   2.071884 :       OK
1338 :  -2.540285,  -0.174633,  20.130461 |  -2.291292,  -0.909864,    0.000000 | 6.693904e-04, 1.683615e-03,   0.042090 :       OK
1339 :   7.809853,   4.376951, -47.247565 |   5.465450,  -1.032189,    0.000000 | 8.103799e-04, 4.304066e-03,   0.045126 :       OK
1340 :   5.945302,   2.441516,  18.265948 |   5.842992,   3.729270,    0.000000 | 2.650690e-04, 4.144299e-04,   0.004058 :       OK
1341 :   2.422667,  -1.530782,  45.316858 |   1.559819,   0.072363,    0.000000 | 3.890509e-05, 8.286103e-04,   0.030436 :       OK
1342 :   6.942156,  -0.164447,  13.463928 |   5.887893,   1.225906,    0.000000 | 8.843272e-04, 4.236039e-03,   0.041217 :       OK
1343 :  -4.385255,   2.480491,  10.571865 |  -3.318985,   1.418176,    0.000000 | 5.581065e-04, 1.307640e-03,   0.022580 :       OK
1344 :  -7.361215,   0.885715, -24.862371 |  -7.021374,   3.539737,    0.000000 | 1.200534e-03, 2.379124e-03,   0.019408 :       OK
1345 :   3.740370,  -0.441976, -34.134954 |   3.902636,  -2.394197,    0.000000 | 4.698783e-04, 7.652161e-04,   0.011228 :       OK
1346 :  -4.334316,   2.618155,  51.604132 |  -2.924425,  -0.580464,    0.000000 | 3.644051e-04, 1.840928e-03,   0.036072 :       OK
1347 :  -1.646274,  -1.036694, -23.782285 |  -1.118021,  -0.351964,    0.000000 | 1.697352e-04, 5.382964e-04,   0.027582 :       OK
1348 :  -0.529731,   5.125620,  14.659868 |   0.646107,   4.279425,    0.000000 | 2.662157e-03, 4.004613e-04,   0.035646 :       OK
1349 :  -4.761273,  -5.531773,  14.719122 |  -5.274118,  -5.768619,    0.000000 | 1.713279e-03, 1.566602e-03,   0.017006 :       OK
1350 :  -4.780603,  -6.774474, -34.267777 |  -1.131652,  -4.140542,    0.000000 | 7.003286e-04, 1.920705e-04,   0.009688 :       OK
1351 :   5.398459,   0.509834,   1.012558 |   4.487718,   0.502286,    0.000000 | 1.485578e-02, 1.188763e-01,   1.515301 :       OK
1352 :   2.503267,  -1.902091, -44.482620 |   4.087468,  -3.857962,    0.000000 | 2.058577e-03, 2.181185e-03,   0.030591 :       OK
1353 :  -5.066792,   0.654227,  10.230687 |  -4.174084,  -0.203175,    0.000000 | 1.005303e-04, 2.041663e-03,   0.028024 :       OK
1354 :   3.646711,   1.496550,  18.177655 |   3.580162,   2.281038,    0.000000 | 7.777834e-04, 1.221483e-03,   0.019556 :       OK
1355 :  -5.719662,  -3.753084,   5.494601 |  -5.067021,  -3.584412,    0.000000 | 3.436442e-03, 4.855640e-03,   0.054881 :       OK
1356 :  -0.442566,   5.232515,  47.195800 |   3.495842,   5.562164,    0.000000 | 6.451079e-04, 4.060150e-04,   0.006639 :       OK
1357 :   4.574333,   7.697758, -28.529178 |   0.962480,   5.226726,    0.000000 | 4.257429e-03, 7.815142e-04,   0.046675 :       OK
1358 :   7.410040,   6.593028, -41.255987 |   3.524186,   2.131328,    0.000000 | 1.876395e-03, 3.100636e-03,   0.050391 :       OK
1359 :   7.894428,   3.599331, -27.661263 |   5.830428,   0.054717,    0.000000 | 1.720385e-05, 1.966556e-03,   0.019326 :       OK
1360 :  -2.648667,   3.034625,  29.268387 |  -1.147876,   1.681647,    0.000000 | 6.194637e-04, 4.230322e-04,   0.021097 :       OK
1361 :  -4.891301,   4.376500,  12.591587 |  -3.352594,   2.820429,    0.000000 | 8.513158e-04, 1.012182e-03,   0.017308 :       OK
1362 :  -7.132190,  -0.778104,  -7.916739 |  -5.885247,   0.168506,    0.000000 | 4.614101e-05, 1.652412e-03,   0.016087 :       OK
1363 :   5.644589,  -4.132855, -35.740306 |   7.905605,  -7.233352,    0.000000 | 1.445580e+01, 1.435045e+01,  10.366693 : Overflow
1364 :   1.784057,  -6.484366,  33.541490 |  -1.591508,  -5.412238,    0.000000 | 4.266755e-03, 1.256986e-03,   0.045162 :       OK
1365 :  -6.034307,   1.202201,  15.661704 |  -4.919300,  -0.350741,    0.000000 | 1.834096e-04, 2.592919e-03,   0.030201 :       OK
1366 :   2.929240,   1.585540,  58.434588 |   5.394992,   4.992887,    0.000000 | 2.704200e-03, 2.922238e-03,   0.031051 :       OK
1367 :   2.074481,   7.283108, -58.248184 |  -4.567997,   7.377401,    0.000000 | 5.596312e-03, 3.467204e-03,   0.043447 :       OK
1368 :  -1.386437,  -4.290818,  27.146687 |  -3.032764,  -4.533310,    0.000000 | 2.106161e-03, 1.408337e-03,   0.026630 :       OK
