Vivado Simulator 2020.2
Time resolution is 1 ps
XilinxAXIVIP: Found at Path: tb_top.DUT.design_1_i.axi_vip_0.inst
Test initialized... Waiting for system reset...
System reset completed... Starting test...
Circular rotation test
---------------------------------------------
Number of tests             : 10000
Number of CORDIC iterations : 30
Number format               : q0.31
CORDIC iteration logging    : OFF
Test logging                : OFF
Input constraints           : OFF
---------------------------------------------
---------------------------------------------
Test table
No :     init x,     init y,   init ang |      exp x,      exp y,     exp ang |      error x,      error y,    error ang : overflows (xyz), overflow iteration : Cycle Count
4789 :   0.063578,  -0.780081,  96.653113 |   1.263826,   0.252824,    0.000000 | 2.004141e+00, 4.479998e-01, 2.254407e+00 : 100,  2 :  57
4790 :  -0.604929,   0.112704,  59.248738 |  -0.668856,  -0.761209,    0.000000 | 7.620671e-09, 5.643858e-09, -0.000000e+00 : 000, -1 :  84
4791 :   0.713845,   0.511234,  76.644046 |  -0.547563,   1.338211,    0.000000 | 1.137634e+00, 2.011828e+00, 5.078995e+00 : 010,  1 :  56
4792 :  -0.426757,   0.293402, 176.208086 |   0.669275,  -0.528581,    0.000000 | 4.106808e-09, 1.206090e-09, 3.352761e-07 : 000, -1 :  84
4793 :  -0.045425,   0.559771, 140.284333 |  -0.531475,  -0.756876,    0.000000 | 3.819728e-09, 3.140389e-09, 8.381903e-08 : 000, -1 :  84
4794 :  -0.580896,   0.056005,  36.080200 |  -0.827429,  -0.488819,    0.000000 | 2.777008e-09, 2.895853e-09, 8.381903e-08 : 000, -1 :  84
4795 :   0.560862,   0.174687, -100.719042 |   0.110864,  -0.960994,    0.000000 | 8.893875e-09, 1.106972e-09, 1.676381e-07 : 000, -1 :  84
4796 :   0.419444,   0.597923, -15.035586 |   0.922511,   0.771740,    0.000000 | 5.617581e-03, 1.084577e+00, 3.399363e+00 : 100,  1 :  56
4797 :   0.586574,   0.055152, -135.810666 |  -0.629317,  -0.738418,    0.000000 | 3.502266e-09, 1.654924e-09, 1.676381e-07 : 000, -1 :  84
4798 :  -0.823353,  -0.158192, -36.179807 |  -1.248193,   0.590124,    0.000000 | 1.977664e+00, 5.872052e-01, 3.708614e+00 : 100,  2 :  57
4799 :  -0.814990,  -0.596115, 166.879748 |   1.529892,   0.651383,    0.000000 | 2.009349e+00, 1.164706e+00, 5.314697e+00 : 100,  1 :  56
4800 :   0.515180,   0.932049, -65.952116 |   1.747356,  -0.149287,    0.000000 | 2.091694e+00, 8.425418e-01, 5.612935e+00 : 100,  1 :  56
4801 :  -0.935227,   0.784938, 160.014923 |   1.005572,  -1.741133,    0.000000 | 9.952007e-01, 2.096112e+00, 1.550129e+00 : 010,  1 :  56
4802 :   0.367234,   0.448031, -176.532826 |  -0.559019,  -0.773022,    0.000000 | 2.840249e-10, 8.375485e-10, -0.000000e+00 : 000, -1 :  84
4803 :  -0.588806,  -0.245736, -131.182760 |   0.333902,   0.996209,    0.000000 | 6.565835e-01, 1.971582e+00, 8.711568e+00 : 010,  2 :  57
4804 :   0.983652,  -0.144107, 120.724633 |  -0.623598,   1.513711,    0.000000 | 1.347932e+00, 1.966179e+00, 1.228968e+01 : 110,  1 :  56
4805 :   0.039165,  -0.921237, -165.260509 |  -0.448350,   1.450725,    0.000000 | 2.304483e-01, 1.958610e+00, 1.034079e+01 : 010,  2 :  57
4806 :   0.787769,   0.374803, -140.282188 |  -0.603457,  -1.303721,    0.000000 | 6.092051e-01, 3.476325e-01, 2.128286e+01 : 010,  1 :  56
4807 :  -0.630569,  -0.775296, -172.198204 |   0.855473,   1.405868,    0.000000 | 1.297267e+00, 1.927639e+00, 1.063315e+01 : 010,  1 :  56
4808 :   0.664397,  -0.771303, 158.240287 |  -0.545281,   1.585248,    0.000000 | 9.343363e-01, 2.096096e+00, 3.324764e+00 : 010,  1 :  56
4809 :  -0.587823,  -0.385208,  11.818737 |  -0.817559,  -0.819160,    0.000000 | 1.040067e-08, 1.019712e-08, -0.000000e+00 : 000, -1 :  84
4810 :  -0.971057,   0.064993, 174.230632 |   1.580239,  -0.267234,    0.000000 | 1.156150e+00, 3.157839e-01, 1.266558e+01 : 010,  1 :  56
4811 :  -0.825836,   0.299640, -37.986243 |  -0.768165,   1.225919,    0.000000 | 6.792297e-01, 3.635414e-01, 1.955129e+01 : 010,  1 :  56
4812 :   0.027466,  -0.977087, -73.747989 |  -1.532073,  -0.493729,    0.000000 | 1.080176e+00, 3.601303e-02, 2.182938e+00 : 010,  1 :  56
4813 :  -0.346269,  -0.461013,  55.103330 |   0.296443,  -0.902011,    0.000000 | 2.287716e-09, 3.050235e-10, -0.000000e+00 : 000, -1 :  84
4814 :   0.052504,   0.400917, 159.632761 |  -0.310834,  -0.588846,    0.000000 | 3.545072e-09, 3.572898e-09, 8.381903e-08 : 000, -1 :  84
4815 :  -0.273368,   0.715790, 155.332901 |  -0.082846,  -1.259049,    0.000000 | 3.324116e-01, 2.035641e+00, 7.804093e+00 : 010,  2 :  57
4816 :  -0.203405,   0.980091, -26.434503 |   0.418563,   1.594339,    0.000000 | 1.233625e+00, 2.022500e+00, 7.999555e+00 : 110,  1 :  56
4817 :   0.629985,   0.387105, 163.656462 |  -1.174894,  -0.319780,    0.000000 | 2.036365e+00, 1.054115e+00, 2.091410e+00 : 100,  1 :  56
4818 :  -0.319366,  -0.316539, 164.893325 |   0.643595,   0.366187,    0.000000 | 1.366434e-09, 2.922038e-09, -0.000000e+00 : 000, -1 :  84
4819 :   0.296537,  -0.515264, -141.223793 |  -0.912106,   0.355673,    0.000000 | 2.309324e-09, 6.497136e-09, 8.381903e-08 : 000, -1 :  84
4820 :   0.062608,   0.264805, -41.198714 |   0.364803,   0.260202,    0.000000 | 1.004008e-10, 3.785733e-11, 8.381903e-08 : 000, -1 :  84
4821 :  -0.648017,   0.090674, 135.593686 |   0.657868,  -0.853387,    0.000000 | 2.681384e-09, 9.976898e-10, -0.000000e+00 : 000, -1 :  84
4822 :  -0.471311,   0.999881, 132.689218 |  -0.684057,  -1.686898,    0.000000 | 4.198914e-01, 2.479991e+00, 2.425427e+01 : 010,  1 :  56
4823 :  -0.960746,   0.202617,  96.272068 |  -0.158819,  -1.609101,    0.000000 | 6.647340e-01, 2.066673e+00, 1.216288e+01 : 110,  1 :  56
4824 :  -0.831693,  -0.227114, -95.384020 |  -0.243841,   1.398650,    0.000000 | 6.809826e-01, 2.037553e+00, 1.305093e+01 : 110,  1 :  56
4825 :  -0.449509,   0.848217, -90.927948 |   1.408615,   0.717515,    0.000000 | 1.911535e+00, 1.467360e+00, 1.750700e+01 : 100,  1 :  56
4826 :  -0.587450,  -0.613478, -60.612116 |  -1.354967,   0.347154,    0.000000 | 2.141025e+00, 7.727173e-01, 1.095294e+01 : 100,  1 :  56
4827 :   0.104840,  -0.821821, -62.105313 |  -1.115323,  -0.785744,    0.000000 | 2.077055e+00, 4.224963e-01, 4.576505e+00 : 100,  2 :  57
4828 :  -0.853910,  -0.749805, -48.896741 |  -1.854867,   0.247851,    0.000000 | 2.303205e+00, 3.418881e-01, 2.266831e+01 : 100,  1 :  56
4829 :  -0.516756,   0.142946, -161.447866 |   0.881648,   0.047587,    0.000000 | 1.055436e-09, 2.840809e-09, 1.676381e-07 : 000, -1 :  84
4830 :  -0.238172,  -0.307290, -41.727388 |  -0.629525,  -0.116611,    0.000000 | 1.028030e-09, 1.092637e-09, -0.000000e+00 : 000, -1 :  84
4831 :   0.495091,  -0.589560, -66.314536 |  -0.561566,  -1.136631,    0.000000 | 9.247712e-01, 2.099214e+00, 5.250515e+00 : 010,  1 :  56
4832 :  -0.010440,   0.878192, -36.000807 |   0.836145,   1.180071,    0.000000 | 5.820832e-01, 1.963422e+00, 3.529615e+00 : 010,  2 :  57
4833 :  -0.119131,  -0.311803,  14.458803 |  -0.061764,  -0.546185,    0.000000 | 4.277689e-10, 9.364864e-11, -0.000000e+00 : 000, -1 :  84
4834 :   0.070184,  -0.447936, -83.365319 |  -0.719349,  -0.200029,    0.000000 | 2.849709e-11, 1.457435e-09, 8.381903e-08 : 000, -1 :  84
4835 :  -0.675108,   0.947204,  71.184183 |  -1.835028,  -0.549247,    0.000000 | 2.076668e+00, 1.010186e+00, 3.808676e-01 : 100,  1 :  56
4836 :   0.540365,   0.482553, -96.682124 |   0.685708,  -0.976274,    0.000000 | 1.232060e+00, 1.924449e+00, 1.175283e+01 : 010,  1 :  56
4837 :  -0.562270,   0.581854,   4.365027 |  -0.996165,   0.884922,    0.000000 | 1.861833e+00, 1.293276e+00, 1.406992e+01 : 100,  1 :  56
4838 :   0.914005,  -0.632515, 147.357856 |  -0.705589,   1.688947,    0.000000 | 6.508388e-01, 2.283173e+00, 1.420720e+01 : 010,  1 :  56
4839 :  -0.355881,  -0.344302, -110.202991 |  -0.329708,   0.745800,    0.000000 | 5.162037e-11, 4.618156e-10, 8.381903e-08 : 000, -1 :  84
4840 :  -0.728474,  -0.978908, -31.959082 |  -1.871058,  -0.732709,    0.000000 | 2.288893e+00, 6.285849e-01, 1.352413e+01 : 100,  1 :  56
4841 :   0.753949,   0.450994, -56.175355 |   1.308102,  -0.618016,    0.000000 | 2.254637e+00, 7.125900e-01, 1.538970e+01 : 100,  1 :  56
4842 :   0.570686,   0.716058, -114.379985 |   0.686096,  -1.342728,    0.000000 | 8.973527e-01, 2.128670e+00, 5.945036e+00 : 010,  1 :  56
4843 :   0.476335,  -0.063442,  15.125150 |   0.784496,   0.103819,    0.000000 | 9.729133e-10, 1.091934e-09, 8.381903e-08 : 000, -1 :  84
4844 :  -0.251509,   0.507216, 162.487490 |   0.143636,  -0.921182,    0.000000 | 5.459914e-09, 1.938154e-10, 8.381903e-08 : 000, -1 :  84
4845 :  -0.865166,  -0.131966, -145.021630 |   1.042790,   0.994808,    0.000000 | 1.968658e+00, 5.563344e-01, 2.507178e+00 : 100,  2 :  57
4846 :   0.767784,   0.080134, 131.337170 |  -0.934174,   0.862166,    0.000000 | 6.521795e-01, 1.234209e-01, 8.865977e+00 : 010,  2 :  57
4847 :   0.230529,   0.412426, -33.620979 |   0.692174,   0.355356,    0.000000 | 5.004519e-11, 2.497681e-09, -0.000000e+00 : 000, -1 :  84
4848 :  -0.950817,   0.025186, -80.011742 |  -0.230730,   1.549229,    0.000000 | 3.471949e-01, 2.001004e+00, 5.589552e+00 : 010,  2 :  57
4849 :   0.154003,   0.819595, 101.057944 |  -1.373259,  -0.009972,    0.000000 | 2.022168e+00, 3.422219e-01, 6.659239e+00 : 100,  2 :  57
4850 :  -0.405734,   0.310832, 147.974206 |   0.295019,  -0.788283,    0.000000 | 6.089037e-09, 4.256142e-10, -0.000000e+00 : 000, -1 :  84
4851 :   0.142164,  -0.877589, -39.995797 |  -0.749512,  -1.257610,    0.000000 | 1.523964e+00, 1.870144e+00, 2.156085e+01 : 110,  1 :  56
4852 :   0.924279,   0.993423, 129.489835 |  -2.230453,   0.134280,    0.000000 | 2.278179e+00, 2.445729e-01, 2.105489e+01 : 100,  1 :  56
4853 :  -0.613596,  -0.490637,  34.914104 |  -0.366142,  -1.240863,    0.000000 | 6.910661e-01, 2.198110e+00, 1.647916e+01 : 010,  1 :  56
4854 :  -0.894877,  -0.269790, -21.651631 |  -1.533596,   0.130788,    0.000000 | 2.056386e+00, 1.088034e+00, 3.216682e+00 : 110,  1 :  56
4855 :  -0.100244,   0.253655, -57.357459 |   0.262691,   0.364314,    0.000000 | 8.958795e-10, 1.728246e-09, 1.676381e-07 : 000, -1 :  84
4856 :   0.978968,   0.332111, 100.712948 |  -0.837051,   1.482364,    0.000000 | 1.505996e-01, 1.179967e+00, 7.722001e+00 : 100,  1 :  56
4857 :  -0.782474,  -0.723819,  89.692930 |   1.185034,  -1.294917,    0.000000 | 1.490542e+00, 1.759296e+00, 1.812788e+01 : 010,  1 :  56
4858 :   0.650600,   0.278362,  28.049665 |   0.729984,   0.908356,    0.000000 | 4.005178e-09, 2.558667e-09, 8.381903e-08 : 000, -1 :  84
4859 :  -0.886737,  -0.058740, 156.554787 |   1.378174,  -0.492245,    0.000000 | 2.107513e+00, 2.971178e-01, 9.025979e+00 : 100,  2 :  57
4860 :   0.657454,  -0.308655, -86.508740 |  -0.441406,  -1.111613,    0.000000 | 5.220243e-01, 2.004668e+00, 9.074453e-01 : 010,  2 :  57
4861 :  -0.864977,   0.908617, -130.214633 |   2.062276,   0.121649,    0.000000 | 2.266862e+00, 2.784928e-01, 2.177968e+01 : 100,  1 :  56
4862 :   0.461272,  -0.388320, -162.896774 |  -0.914077,   0.387796,    0.000000 | 2.846377e-09, 1.282127e-08, -0.000000e+00 : 000, -1 :  84
4863 :  -0.219488,   0.167824, -109.371506 |   0.380608,   0.249314,    0.000000 | 4.105528e-10, 1.533723e-09, -0.000000e+00 : 000, -1 :  84
4864 :   0.311434,   0.396080, 146.914197 |  -0.785758,  -0.266523,    0.000000 | 2.385979e-09, 4.165088e-09, -0.000000e+00 : 000, -1 :  84
4865 :  -0.590987,  -0.862716, -169.824427 |   0.706920,   1.570273,    0.000000 | 1.251798e+00, 1.980706e+00, 8.259376e+00 : 010,  1 :  56
4866 :  -0.479758,  -0.441453, -129.500693 |  -0.058401,   1.072028,    0.000000 | 2.480658e-01, 2.002688e+00, 9.551556e-02 : 010,  3 :  58
4867 :   0.407930,  -0.706165, -19.902315 |   0.235775,  -1.322110,    0.000000 | 9.769627e-01, 2.058898e+00, 1.467366e+00 : 010,  1 :  56
4868 :  -0.866188,  -0.735881, -106.100198 |  -0.768723,   1.706517,    0.000000 | 1.097995e+00, 2.039295e+00, 2.334751e+00 : 010,  1 :  56
4869 :  -0.432703,  -0.413876,   2.312300 |  -0.684480,  -0.709748,    0.000000 | 1.953999e-09, 2.679749e-09, 8.381903e-08 : 000, -1 :  84
4870 :  -0.746314,   0.838697, -11.784834 |  -0.921016,   1.603028,    0.000000 | 1.220894e+00, 1.971825e+00, 6.650115e+00 : 010,  1 :  56
4871 :  -0.058184,  -0.749819, 128.097790 |   1.030834,   0.686459,    0.000000 | 1.948921e+00, 6.103702e-01, 5.626598e+00 : 100,  2 :  57
4872 :  -0.761095,  -0.046591,  -3.177903 |  -1.255666,  -0.007126,    0.000000 | 2.013064e+00, 5.265519e-01, 1.220802e+00 : 100,  2 :  57
4873 :   0.571747,  -0.036056, -65.370913 |   0.338402,  -0.880618,    0.000000 | 3.090810e-09, 8.328890e-10, 8.381903e-08 : 000, -1 :  84
4874 :   0.071023,  -0.547507,  45.354250 |   0.723654,  -0.550371,    0.000000 | 2.712730e-09, 5.103642e-10, -0.000000e+00 : 000, -1 :  84
4875 :  -0.833588,   0.924006,  32.181770 |  -1.972242,   0.556720,    0.000000 | 2.259857e+00, 5.875043e-01, 1.374682e+01 : 100,  1 :  56
4876 :   0.670373,  -0.005126, -10.181688 |   1.085067,  -0.203453,    0.000000 | 1.996351e+00, 3.886736e-01, 5.782983e+00 : 100,  2 :  57
4877 :  -0.897873,   0.777423, -34.162442 |  -0.504550,   1.889609,    0.000000 | 5.464512e-01, 2.274538e+00, 1.572749e+01 : 010,  1 :  56
4878 :  -0.714074,  -0.353612,  63.027606 |  -0.014373,  -1.312114,    0.000000 | 8.122457e-01, 2.064198e+00, 8.537445e+00 : 010,  1 :  56
4879 :   0.725026,   0.769193, -111.077734 |   0.752545,  -1.569601,    0.000000 | 9.612678e-01, 2.097466e+00, 2.642785e+00 : 010,  1 :  56
4880 :  -0.381862,  -0.832949, -176.599431 |   0.546365,   1.406553,    0.000000 | 1.390047e+00, 1.966198e+00, 1.503438e+01 : 010,  1 :  56
4881 :  -0.146428,   0.346863, -100.880532 |   0.606448,   0.128976,    0.000000 | 6.354717e-11, 2.854492e-09, -0.000000e+00 : 000, -1 :  84
4882 :   0.449462,  -0.139207, -159.397757 |  -0.773484,  -0.045865,    0.000000 | 8.105919e-10, 3.902401e-09, 8.381903e-08 : 000, -1 :  84
4883 :   0.420438,  -0.827311,  79.724553 |   1.464036,   0.438233,    0.000000 | 2.012851e+00, 1.221232e+00, 8.159501e+00 : 100,  1 :  56
4884 :  -0.374461,   0.368768,  76.997625 |  -0.730443,  -0.464205,    0.000000 | 3.835882e-10, 1.961770e-10, 8.381903e-08 : 000, -1 :  84
4885 :  -0.746002,   0.405918,  55.341982 |  -1.248452,  -0.630373,    0.000000 | 2.665744e-01, 7.143293e-01, 1.622307e+01 : 100,  1 :  56
4886 :  -0.373430,  -0.433368, -50.057858 |  -0.941958,   0.013303,    0.000000 | 1.437013e-09, 1.313746e-09, -0.000000e+00 : 000, -1 :  84
4887 :  -0.049130,   0.607952, 110.975338 |  -0.905848,  -0.433923,    0.000000 | 1.869886e-09, 3.874539e-09, 8.381903e-08 : 000, -1 :  84
4888 :  -0.932029,  -0.353875,  35.050661 |  -0.921807,  -1.358516,    0.000000 | 7.007007e-01, 3.616888e-01, 1.661571e+01 : 010,  1 :  56
4889 :  -0.492318,   0.066561, -126.578673 |   0.571156,   0.585728,    0.000000 | 1.843167e-09, 1.580995e-09, 8.381903e-08 : 000, -1 :  84
4890 :  -0.352830,   0.396808, -157.734229 |   0.785296,  -0.384572,    0.000000 | 2.575929e-09, 2.910659e-09, 8.381903e-08 : 000, -1 :  84
4891 :   0.737742,  -0.893249,  31.652795 |   1.806083,  -0.614616,    0.000000 | 2.252845e+00, 6.436134e-01, 1.321785e+01 : 100,  1 :  56
4892 :  -0.315749,  -0.469984, 112.289621 |   0.913337,  -0.187559,    0.000000 | 2.182051e-10, 3.603775e-10, 8.381903e-08 : 000, -1 :  84
4893 :  -0.628742,  -0.569464, -64.039765 |  -1.296386,   0.520407,    0.000000 | 2.127819e+00, 8.620271e-01, 7.525286e+00 : 100,  1 :  56
4894 :   0.863115,   0.478844, -131.753449 |  -0.358245,  -1.585458,    0.000000 | 3.550463e-01, 2.051363e+00, 2.331850e+01 : 010,  1 :  56
4895 :   0.001478,   0.080578, -98.477745 |   0.130885,  -0.021970,    0.000000 | 3.956271e-11, 8.704796e-10, 8.381903e-08 : 000, -1 :  84
4896 :   0.441984,  -0.659551, -96.186666 |  -1.158235,  -0.606553,    0.000000 | 1.947917e+00, 1.273353e+00, 1.224828e+01 : 100,  1 :  56
4897 :  -0.431603,  -0.371463, -111.716658 |  -0.305307,   0.886644,    0.000000 | 4.246556e-10, 1.325486e-09, 8.381903e-08 : 000, -1 :  84
4898 :   0.442259,   0.374949, -118.020022 |   0.202938,  -0.932993,    0.000000 | 8.384236e-09, 3.254080e-09, -0.000000e+00 : 000, -1 :  84
4899 :  -0.258393,  -0.977081,  -6.956857 |  -0.617266,  -1.545634,    0.000000 | 2.588641e-01, 1.209208e+00, 1.147809e+01 : 100,  1 :  56
4900 :   0.518143,  -0.386080, -34.399678 |   0.344844,  -1.006652,    0.000000 | 1.538057e-01, 1.991313e+00, 1.620196e+00 : 010,  4 :  59
4901 :   0.249397,  -0.431617, 108.996426 |   0.538376,   0.619692,    0.000000 | 9.157645e-10, 1.287655e-09, 8.381903e-08 : 000, -1 :  84
4902 :  -0.269114,   0.535752, -30.556952 |   0.066912,   0.985035,    0.000000 | 1.883195e-09, 1.098271e-09, -0.000000e+00 : 000, -1 :  84
4903 :   0.777413,  -0.876370,   0.111258 |   1.283013,  -1.440683,    0.000000 | 1.678708e+00, 1.514834e+00, 1.832369e+01 : 100,  1 :  56
4904 :   0.676155,  -0.689930, -138.926964 |  -1.585884,   0.124942,    0.000000 | 2.226687e+00, 4.281251e-01, 2.263809e+01 : 100,  1 :  56
4905 :  -0.598052,  -0.826582, 140.193911 |   1.627992,   0.415191,    0.000000 | 2.317624e+00, 4.743433e-01, 2.137114e+01 : 100,  1 :  56
4906 :   0.715744,  -0.326042, 112.071053 |   0.054679,   1.294032,    0.000000 | 9.234881e-01, 2.057396e+00, 3.636104e+00 : 010,  1 :  56
4907 :  -0.494616,  -0.673317, 116.762817 |   1.356791,  -0.227975,    0.000000 | 2.099507e+00, 8.227094e-01, 8.327868e+00 : 100,  1 :  56
4908 :  -0.179299,  -0.046095,  39.343183 |  -0.180223,  -0.245891,    0.000000 | 9.886885e-10, 8.796155e-11, 8.381903e-08 : 000, -1 :  84
4909 :   0.619329,   0.392400, 115.439693 |  -1.021636,   0.643418,    0.000000 | 1.233716e-01, 9.106253e-01, 7.004744e+00 : 100,  1 :  56
4910 :   0.116941,   0.964182, -173.923787 |  -0.023424,  -1.599240,    0.000000 | 6.698969e-01, 2.094497e+00, 1.235874e+01 : 110,  1 :  56
4911 :   0.529700,  -0.137492, -81.036303 |  -0.087741,  -0.896914,    0.000000 | 7.547522e-09, 2.828841e-09, 1.676381e-07 : 000, -1 :  84
4912 :  -0.988484,   0.369796, -99.239535 |   0.862428,   1.508900,    0.000000 | 1.813491e+00, 1.211072e+00, 9.195414e+00 : 100,  1 :  56
4913 :   0.132256,   0.762122, 173.646769 |  -0.355335,  -1.223223,    0.000000 | 4.548459e-01, 2.001308e+00, 1.954526e+00 : 010,  2 :  57
4914 :  -0.857049,   0.475191, 168.134078 |   1.220291,  -1.056010,    0.000000 | 1.172313e+00, 1.914699e+00, 6.569026e+00 : 010,  1 :  56
4915 :  -0.177970,  -0.213795, -107.389847 |  -0.248385,   0.384902,    0.000000 | 2.442763e-10, 1.538869e-09, 8.381903e-08 : 000, -1 :  84
4916 :   0.717416,  -0.836455, 155.392081 |  -0.500539,   1.744288,    0.000000 | 8.426428e-01, 2.130897e+00, 6.172970e+00 : 010,  1 :  56
4917 :   0.510675,  -0.195981, -43.020127 |   0.394650,  -0.809704,    0.000000 | 2.506695e-09, 2.130124e-09, 1.676381e-07 : 000, -1 :  84
4918 :   0.438978,  -0.259164, -31.938697 |   0.387684,  -0.744590,    0.000000 | 7.907478e-09, 6.358790e-10, -0.000000e+00 : 000, -1 :  84
4919 :   0.566862,   0.552861, -79.134939 |   1.070069,  -0.745139,    0.000000 | 1.957346e+00, 1.171277e+00, 7.569888e+00 : 100,  1 :  56
4920 :   0.591809,  -0.391273, -149.944106 |  -1.166234,   0.069587,    0.000000 | 2.010134e+00, 4.505804e-01, 2.415299e+00 : 100,  2 :  57
4921 :  -0.058289,   0.036009, -159.093230 |   0.110829,  -0.021142,    0.000000 | 2.362495e-09, 2.649855e-09, 8.381903e-08 : 000, -1 :  84
4922 :  -0.740073,  -0.124106,  19.111428 |  -1.084638,  -0.592126,    0.000000 | 1.756307e-01, 2.739165e-01, 1.335976e+01 : 100,  2 :  57
4923 :  -0.651361,  -0.838775, 113.955380 |   1.697799,  -0.419413,    0.000000 | 2.113956e+00, 8.617599e-01, 5.520431e+00 : 100,  1 :  56
4924 :   0.550944,  -0.906402, -50.465597 |  -0.573661,  -1.649845,    0.000000 | 4.895299e-01, 2.370229e+00, 2.109945e+01 : 010,  1 :  56
4925 :  -0.509955,  -0.119181,  54.523072 |  -0.327558,  -0.797775,    0.000000 | 2.536853e-09, 3.877471e-10, 8.381903e-08 : 000, -1 :  84
4926 :  -0.600759,   0.143080,  66.512247 |  -0.610387,  -0.813431,    0.000000 | 1.230127e-09, 6.774292e-10, -0.000000e+00 : 000, -1 :  84
4927 :  -0.163056,  -0.103005, -85.444697 |  -0.190415,   0.254193,    0.000000 | 2.904891e-10, 6.218281e-10, -0.000000e+00 : 000, -1 :  84
4928 :  -0.563859,   0.784786,  67.592255 |  -1.548730,  -0.365792,    0.000000 | 2.089621e+00, 9.123957e-01, 3.972797e+00 : 100,  1 :  56
4929 :   0.246960,  -0.747957, -120.724719 |  -1.266594,   0.279697,    0.000000 | 2.022063e+00, 4.648047e-01, 1.746474e+00 : 100,  2 :  57
4930 :  -0.095160,  -0.622509, -15.129270 |  -0.418829,  -0.948692,    0.000000 | 1.488895e-09, 2.774249e-09, -0.000000e+00 : 000, -1 :  84
4931 :   0.625972,  -0.793036, -38.119109 |   0.004826,  -1.663748,    0.000000 | 4.623862e-01, 2.161208e+00, 1.968416e+01 : 010,  1 :  56
4932 :  -0.958742,   0.664036,  53.424310 |  -1.818957,  -0.616297,    0.000000 | 2.343532e+00, 5.102029e-01, 1.814074e+01 : 100,  1 :  56
4933 :  -0.225686,   0.099185, 104.207459 |  -0.067122,  -0.400370,    0.000000 | 5.080782e-09, 1.978171e-09, -0.000000e+00 : 000, -1 :  84
4934 :   0.113426,   0.174715, -114.930117 |   0.182173,  -0.290656,    0.000000 | 2.822881e-09, 1.399484e-10, -0.000000e+00 : 000, -1 :  84
4935 :  -0.615446,  -0.264725, -52.380308 |  -0.963952,   0.536663,    0.000000 | 2.054355e-09, 1.036503e-08, 8.381903e-08 : 000, -1 :  84
4936 :   0.786643,   0.594251,  49.158052 |   0.106848,   1.619972,    0.000000 | 3.950971e-01, 2.142883e+00, 2.240700e+01 : 010,  1 :  56
4937 :   0.749681,  -0.307059, -54.144000 |   0.313307,  -1.296775,    0.000000 | 6.009443e-01, 2.018724e+00, 1.742105e+01 : 010,  1 :  56
4938 :   0.034390,  -0.751139, -78.716986 |  -1.201959,  -0.297553,    0.000000 | 1.985657e+00, 3.522234e-01, 6.884309e+00 : 100,  2 :  57
4939 :   0.972985,  -0.946965,   6.822317 |   1.776172,  -1.358048,    0.000000 | 1.843213e+00, 1.424092e+00, 1.161263e+01 : 100,  1 :  56
4940 :  -0.179189,  -0.428925, 104.035712 |   0.756813,  -0.114966,    0.000000 | 3.152292e-09, 3.187795e-09, 8.381903e-08 : 000, -1 :  84
4941 :   0.218911,  -0.068042,  70.918580 |   0.223742,   0.304056,    0.000000 | 5.346403e-10, 2.162744e-10, -0.000000e+00 : 000, -1 :  84
4942 :   0.614587,   0.866766, 118.730056 |  -1.738129,   0.201378,    0.000000 | 2.130686e+00, 7.128807e-01, 1.029511e+01 : 100,  1 :  56
4943 :   0.682884,   0.112536, 136.879258 |  -0.947497,   0.633402,    0.000000 | 1.910062e+00, 6.906161e-01, 1.064955e+01 : 100,  2 :  57
4944 :   0.831123,   0.816284, -19.099026 |   1.733154,   0.822402,    0.000000 | 2.078328e+00, 1.013538e+00, 6.640768e-01 : 100,  1 :  56
4945 :  -0.637631,  -0.547666, -130.179571 |  -0.011594,   1.384122,    0.000000 | 5.089115e-01, 2.153843e+00, 2.174462e+01 : 010,  1 :  56
4946 :  -0.084788,  -0.235380,  92.800945 |   0.393974,  -0.120517,    0.000000 | 3.027667e-11, 3.241821e-10, 8.381903e-08 : 000, -1 :  84
4947 :  -0.743634,  -0.042655, -32.291118 |  -1.072723,   0.594821,    0.000000 | 2.012903e+00, 5.027921e-01, 1.800741e-01 : 100,  2 :  57
4948 :  -0.655318,  -0.130792,  60.615549 |  -0.341831,  -1.045996,    0.000000 | 4.482668e-01, 2.030492e+00, 3.086741e+00 : 010,  2 :  57
4949 :  -0.818908,   0.821099,  79.305270 |  -1.578924,  -1.074194,    0.000000 | 1.937822e+00, 1.256381e+00, 7.740218e+00 : 100,  1 :  56
4950 :   0.732043,  -0.546738, -119.828389 |  -1.380688,  -0.597958,    0.000000 | 2.194559e+00, 7.732624e-01, 1.139344e+01 : 100,  1 :  56
4951 :  -0.159250,   0.719487,  36.281516 |  -0.912525,   0.799922,    0.000000 | 6.065667e-09, 7.252755e-09, 8.381903e-08 : 000, -1 :  84
4952 :  -0.199274,   0.332467, -159.969561 |   0.495833,  -0.401975,    0.000000 | 6.323809e-10, 9.572677e-10, -0.000000e+00 : 000, -1 :  84
4953 :  -0.990885,   0.594926, 162.173608 |   1.253487,  -1.432197,    0.000000 | 1.064623e+00, 2.044366e+00, 6.085564e-01 : 010,  1 :  56
4954 :   0.690286,  -0.681597, 132.536739 |   0.058550,   1.596428,    0.000000 | 3.812964e-01, 2.220201e+00, 2.410179e+01 : 010,  1 :  56
