Circular rotation test
---------------------------------------------
Number of tests             : 500
Number of CORDIC iterations : 10
Number format               : q0.31
CORDIC iteration logging    : OFF
Test logging                : OFF
---------------------------------------------
---------------------------------------------
Test table
No :     init x,     init y,   init ang |      exp x,      exp y,     exp ang |      error x,      error y,  error ang
380 :   0.120958,   0.430875,  -5.731981 |   0.269058,   0.686106,    0.000000 | 1.075328e-03, 4.231701e-04,   0.089841 :       OK
381 :   0.657813,  -0.015246, -61.296908 |   0.498237,  -0.962207,    0.000000 | 1.812708e-03, 9.415734e-04,   0.108011 :       OK
382 :   0.075431,   0.419109, -11.714096 |   0.261754,   0.650579,    0.000000 | 9.366803e-04, 3.755991e-04,   0.082454 :       OK
383 :   0.619829,   0.314736,   8.503854 |   0.932844,   0.663535,    0.000000 | 3.024594e-05, 4.126405e-05,   0.002560 :       OK
384 :  -0.137595,  -0.431600,  44.085214 |   0.331724,  -0.668171,    0.000000 | 1.095132e-03, 5.453443e-04,   0.093964 :       OK
385 :  -0.034277,  -0.706347,  48.698418 |   0.836581,  -0.810133,    0.000000 | 1.794200e+00, 4.055433e-01,  22.866633 : Overflow
386 :  -0.084421,   0.663609, -50.060745 |   0.748633,   0.808144,    0.000000 | 1.591038e-04, 1.483713e-04,   0.011315 :       OK
387 :  -0.072288,  -0.336266,  16.941214 |   0.047482,  -0.564407,    0.000000 | 5.968615e-04, 5.089230e-05,   0.060596 :       OK
388 :  -0.542115,   0.424953,  67.952127 |  -0.983736,  -0.564759,    0.000000 | 1.925074e+00, 1.911841e-01,  10.423319 : Overflow
389 :  -0.420718,  -0.172875, -79.292311 |  -0.408451,   0.627865,    0.000000 | 4.016116e-04, 2.620151e-04,   0.036680 :       OK
390 :  -0.607191,  -0.009534, -28.526658 |  -0.886002,   0.463725,    0.000000 | 4.918061e-04, 9.370770e-04,   0.060634 :       OK
391 :   0.212504,  -0.173558, -69.838271 |  -0.147680,  -0.427009,    0.000000 | 5.211492e-04, 1.808994e-04,   0.069955 :       OK
392 :  -0.417944,  -0.089020, -63.493663 |  -0.438350,   0.550484,    0.000000 | 6.412008e-04, 5.117706e-04,   0.066798 :       OK
393 :   0.539088,   0.404725, -71.834826 |   0.910031,  -0.635723,    0.000000 | 4.926474e-04, 7.034088e-04,   0.044324 :       OK
394 :  -0.396847,  -0.450429,  34.573497 |  -0.117186,  -0.981599,    0.000000 | 1.348967e-04, 1.674608e-05,   0.007878 :       OK
395 :  -0.107849,  -0.412963, -34.249221 |  -0.529532,  -0.462175,    0.000000 | 7.458144e-04, 8.565840e-04,   0.092586 :       OK
396 :  -0.388285,  -0.374210,  87.636579 |   0.589342,  -0.664280,    0.000000 | 6.849933e-04, 6.091067e-04,   0.059142 :       OK
397 :  -0.384734,  -0.414020,  65.601082 |   0.359185,  -0.858622,    0.000000 | 8.371626e-04, 3.513297e-04,   0.055891 :       OK
398 :  -0.733801,  -0.037009,  47.415860 |  -0.772814,  -0.930962,    0.000000 | 4.614273e-01, 1.811756e+00,  24.149191 : Overflow
399 :   0.194086,   0.108485,  43.254624 |   0.110361,   0.349126,    0.000000 | 1.787801e-04, 5.621938e-05,   0.029326 :       OK
400 :  -0.109038,   0.193236,   0.662877 |  -0.183230,   0.316114,    0.000000 | 4.175997e-04, 2.426911e-04,   0.075740 :       OK
401 :   0.432550,  -0.411646, -34.392312 |   0.204881,  -0.961732,    0.000000 | 8.475423e-04, 1.815835e-04,   0.050505 :       OK
402 :   0.420776,  -0.273178,  17.036676 |   0.794311,  -0.227105,    0.000000 | 1.388526e-04, 4.831767e-04,   0.034866 :       OK
403 :  -0.314725,   0.340603, -88.985634 |   0.551629,   0.528124,    0.000000 | 4.873485e-04, 5.102108e-04,   0.052936 :       OK
404 :   0.196925,  -0.642978, -76.613853 |  -0.954987,  -0.560610,    0.000000 | 1.934764e+00, 1.602352e-01,   8.987441 : Overflow
405 :  -0.120010,   0.569206,  40.420921 |  -0.758228,   0.585461,    0.000000 | 4.642178e-04, 5.997175e-04,   0.045360 :       OK
406 :  -0.161041,   0.224757,  -6.227536 |  -0.223482,   0.396705,    0.000000 | 2.895065e-04, 1.626193e-04,   0.041784 :       OK
407 :  -0.331308,   0.553103,   1.779710 |  -0.573609,   0.893445,    0.000000 | 1.199014e-03, 7.717304e-04,   0.076948 :       OK
408 :   0.098916,  -0.386271,  48.170585 |   0.582611,  -0.302847,    0.000000 | 5.859217e-04, 1.130765e-03,   0.111128 :       OK
409 :  -0.422170,   0.277438, -20.519101 |  -0.490962,   0.671574,    0.000000 | 2.382144e-04, 1.734283e-04,   0.020294 :       OK
410 :   0.422562,  -0.139669,  61.260416 |   0.536258,   0.499547,    0.000000 | 6.228021e-04, 6.700919e-04,   0.071520 :       OK
411 :  -0.056638,   0.572702,  29.561869 |  -0.546419,   0.774318,    0.000000 | 1.086509e-03, 7.648490e-04,   0.080331 :       OK
412 :  -0.587075,  -0.275360,  18.000974 |  -0.779318,  -0.730021,    0.000000 | 1.322491e-03, 1.415359e-03,   0.103936 :       OK
413 :  -0.574685,   0.019002, -81.175141 |  -0.114265,   0.939966,    0.000000 | 1.552723e-03, 1.868475e-04,   0.094633 :       OK
414 :  -0.541051,  -0.104793,  22.783346 |  -0.754636,  -0.504135,    0.000000 | 5.995997e-05, 9.080350e-05,   0.006870 :       OK
415 :   0.163825,   0.389723, -78.126155 |   0.683557,  -0.131957,    0.000000 | 4.282905e-05, 2.193342e-04,   0.018392 :       OK
416 :  -0.549657,   0.296538,  85.666494 |  -0.555326,  -0.865666,    0.000000 | 2.280307e-04, 1.454619e-04,   0.015068 :       OK
417 :   0.254783,  -0.202708, -35.894496 |   0.144179,  -0.516409,    0.000000 | 1.260257e-04, 3.481431e-05,   0.013972 :       OK
418 :   0.001157,  -0.486945,  77.899049 |   0.784463,  -0.166239,    0.000000 | 6.237320e-05, 2.970652e-04,   0.021689 :       OK
419 :   0.485040,   0.238891,  64.171903 |  -0.006106,   0.890346,    0.000000 | 1.144021e-03, 6.544384e-06,   0.073620 :       OK
420 :   0.117018,   0.017540,  21.836899 |   0.168129,   0.098489,    0.000000 | 7.639251e-05, 1.300468e-04,   0.044349 :       OK
421 :   0.248552,  -0.226910,  54.483623 |   0.541926,   0.116078,    0.000000 | 1.131006e-04, 5.250980e-04,   0.055530 :       OK
422 :   0.221379,   0.128548,  45.904408 |   0.101651,   0.409122,    0.000000 | 5.966743e-04, 1.489883e-04,   0.083586 :       OK
423 :  -0.355408,  -0.477762,  47.096684 |   0.177873,  -0.964311,    0.000000 | 1.110428e-03, 2.061217e-04,   0.065991 :       OK
424 :  -0.243190,   0.383731,  33.280709 |  -0.681551,   0.308517,    0.000000 | 3.121058e-04, 6.874023e-04,   0.057817 :       OK
425 :  -0.044926,  -0.533361, -38.849541 |  -0.608565,  -0.637623,    0.000000 | 3.642125e-04, 3.466419e-04,   0.032684 :       OK
426 :   0.020440,  -0.366499,  10.524552 |   0.143333,  -0.587234,    0.000000 | 4.086460e-05, 9.577657e-06,   0.003978 :       OK
427 :  -0.516460,  -0.537320,  83.573325 |   0.784080,  -0.944183,    0.000000 | 7.632210e-01, 1.890403e+00,  38.573325 : Overflow
428 :   0.262251,  -0.272279,  70.658246 |   0.566106,   0.258987,    0.000000 | 3.549014e-04, 7.781241e-04,   0.078713 :       OK
429 :   0.481474,   0.241605, -16.163567 |   0.872288,   0.161419,    0.000000 | 1.612214e-04, 8.657188e-04,   0.056876 :       OK
430 :  -0.263385,   0.360193,  40.025821 |  -0.713607,   0.175261,    0.000000 | 3.009011e-04, 1.218719e-03,   0.097881 :       OK
431 :  -0.265916,   0.126732,  24.528899 |  -0.485021,   0.008068,    0.000000 | 4.926095e-06, 3.210465e-04,   0.037925 :       OK
432 :  -0.412221,  -0.255209, -30.183851 |  -0.798092,  -0.021988,    0.000000 | 1.247894e-05, 4.303259e-04,   0.030895 :       OK
433 :  -0.393456,   0.310330,  85.252652 |  -0.562910,  -0.603411,    0.000000 | 4.698516e-04, 4.372569e-04,   0.044564 :       OK
434 :  -0.228638,   0.014921, -77.781398 |  -0.055672,   0.373183,    0.000000 | 5.500921e-04, 8.271953e-05,   0.084472 :       OK
435 :   0.315734,  -0.429696, -81.473870 |  -0.622700,  -0.619103,    0.000000 | 2.125926e-04, 2.146934e-04,   0.019715 :       OK
436 :  -0.312350,  -0.537999, -39.974855 |  -0.963355,  -0.348475,    0.000000 | 2.862742e-04, 7.884762e-04,   0.046915 :       OK
437 :   0.030234,   0.643430, -44.168642 |   0.773995,   0.725333,    0.000000 | 1.328735e-04, 1.428009e-04,   0.010536 :       OK
438 :  -0.216558,   0.002311,  44.580468 |  -0.256678,  -0.247603,    0.000000 | 2.004674e-04, 2.073208e-04,   0.046331 :       OK
439 :   0.270479,  -0.132816, -44.784687 |   0.162063,  -0.469005,    0.000000 | 5.398340e-04, 1.858556e-04,   0.065923 :       OK
440 :  -0.097076,  -0.565564, -36.539350 |  -0.682941,  -0.653113,    0.000000 | 4.502531e-04, 4.720100e-04,   0.039552 :       OK
441 :   0.024878,  -0.329623,   6.739136 |   0.104383,  -0.534252,    0.000000 | 2.070326e-04, 4.005497e-05,   0.022195 :       OK
442 :   0.084692,   0.333339, -32.172467 |   0.410340,   0.390379,    0.000000 | 3.673679e-05, 3.808959e-05,   0.005353 :       OK
443 :  -0.023996,   0.008769,  76.003563 |  -0.023568,  -0.034850,    0.000000 | 5.894123e-05, 3.996584e-05,   0.096984 :       OK
444 :  -0.169426,  -0.457147,  69.283495 |   0.605441,  -0.527267,    0.000000 | 4.303629e-04, 4.929871e-04,   0.046702 :       OK
445 :  -0.209838,   0.429625, -61.079885 |   0.452156,   0.644594,    0.000000 | 1.225307e-03, 8.618538e-04,   0.109012 :       OK
446 :   0.213590,   0.468968,  66.762843 |  -0.570859,   0.627892,    0.000000 | 1.427356e-04, 1.305303e-04,   0.013059 :       OK
447 :   0.241134,  -0.482208, -27.559046 |  -0.015357,  -0.887699,    0.000000 | 1.406693e-03, 2.265572e-05,   0.090792 :       OK
448 :  -0.086961,  -0.224897, -46.803291 |  -0.368013,  -0.149111,    0.000000 | 2.277014e-04, 5.600801e-04,   0.087240 :       OK
449 :  -0.151037,   0.582102,  85.418221 |  -0.975387,  -0.171353,    0.000000 | 3.096522e-04, 1.749758e-03,   0.102806 :       OK
450 :   0.198155,   0.352217, -89.126790 |   0.584922,  -0.317437,    0.000000 | 4.876994e-04, 9.011987e-04,   0.088220 :       OK
451 :  -0.601200,   0.236704, -23.616405 |  -0.750959,   0.753766,    0.000000 | 7.268996e-04, 7.225399e-04,   0.055191 :       OK
452 :  -0.255581,  -0.060649,  13.951803 |  -0.384383,  -0.198405,    0.000000 | 2.839794e-04, 5.517429e-04,   0.082193 :       OK
453 :   0.470060,  -0.088580, -69.453850 |   0.135080,  -0.776032,    0.000000 | 9.157165e-05, 1.542422e-05,   0.006754 :       OK
454 :  -0.074854,  -0.415371,  51.378995 |   0.457478,  -0.523248,    0.000000 | 2.548499e-04, 2.235155e-04,   0.027944 :       OK
455 :  -0.202194,  -0.172961, -11.478519 |  -0.382985,  -0.212868,    0.000000 | 2.334816e-04, 4.189591e-04,   0.062717 :       OK
456 :   0.103173,   0.132307,  18.073417 |   0.093925,   0.259838,    0.000000 | 2.152006e-04, 7.750177e-05,   0.047433 :       OK
457 :  -0.349085,  -0.451490,  52.100312 |   0.233558,  -0.910330,    0.000000 | 3.487600e-04, 8.879130e-05,   0.021940 :       OK
458 :   0.143760,  -0.587191, -12.478040 |   0.022219,  -0.995273,    0.000000 | 8.482264e-04, 1.794269e-05,   0.048829 :       OK
459 :  -0.434207,   0.203132,  19.906535 |  -0.786207,   0.071063,    0.000000 | 4.836233e-05, 5.275060e-04,   0.038447 :       OK
460 :   0.164492,   0.246573, -16.266544 |   0.373771,   0.313918,    0.000000 | 3.499488e-04, 4.176276e-04,   0.063958 :       OK
461 :   0.473459,  -0.092709,  67.607398 |   0.438174,   0.662723,    0.000000 | 7.377253e-04, 4.865681e-04,   0.063733 :       OK
462 :   0.660655,   0.068913, -59.449153 |   0.650733,  -0.879227,    0.000000 | 7.624834e-04, 5.657054e-04,   0.049731 :       OK
463 :   0.065213,  -0.580255, -10.129594 |  -0.062340,  -0.959533,    0.000000 | 9.486490e-04, 6.054954e-05,   0.056642 :       OK
464 :   0.208235,  -0.468366, -61.749591 |  -0.517107,  -0.667138,    0.000000 | 1.288111e-03, 1.001104e-03,   0.110738 :       OK
465 :   0.142348,  -0.569581,  29.968696 |   0.671609,  -0.695461,    0.000000 | 4.806615e-04, 4.630017e-04,   0.039551 :       OK
466 :  -0.042733,  -0.289010, -51.042259 |  -0.414334,  -0.244519,    0.000000 | 3.546029e-04, 5.992772e-04,   0.082927 :       OK
467 :   0.128830,   0.310895,  57.290441 |  -0.316139,   0.455167,    0.000000 | 5.224394e-04, 3.619893e-04,   0.065712 :       OK
468 :  -0.338154,  -0.494994, -51.950052 |  -0.985117,  -0.063896,    0.000000 | 1.084861e-04, 1.641699e-03,   0.095491 :       OK
469 :  -0.308790,   0.376125, -81.056456 |   0.532804,   0.598611,    0.000000 | 1.098239e-04, 9.705120e-05,   0.010478 :       OK
470 :  -0.025562,  -0.105148,  -6.696793 |  -0.062000,  -0.167064,    0.000000 | 5.870352e-05, 2.191737e-05,   0.020148 :       OK
471 :   0.354151,   0.215812, -65.800858 |   0.563220,  -0.386276,    0.000000 | 5.397471e-04, 7.850510e-04,   0.079926 :       OK
472 :   0.339721,   0.408458,  32.003761 |   0.117934,   0.866890,    0.000000 | 9.145828e-04, 1.254748e-04,   0.060457 :       OK
473 :   0.008749,  -0.396305,  23.812977 |   0.276678,  -0.591243,    0.000000 | 8.501422e-04, 3.990360e-04,   0.082430 :       OK
474 :  -0.088175,  -0.294009,  -8.053014 |  -0.211597,  -0.459047,    0.000000 | 4.617462e-05, 2.163974e-05,   0.005780 :       OK
475 :  -0.057193,  -0.173927, -78.983712 |  -0.299135,   0.037717,    0.000000 | 3.196397e-05, 2.511239e-04,   0.048107 :       OK
476 :   0.377926,   0.065129,  47.010993 |   0.345904,   0.528372,    0.000000 | 6.646667e-04, 4.362073e-04,   0.072129 :       OK
477 :   0.164295,   0.452913,  59.030207 |  -0.500288,   0.615783,    0.000000 | 8.421192e-04, 6.825698e-04,   0.078282 :       OK
478 :  -0.104666,   0.067598,  28.318318 |  -0.204538,   0.016233,    0.000000 | 1.260291e-05, 1.612471e-04,   0.045165 :       OK
479 :  -0.394117,  -0.303450, -59.901784 |  -0.757804,   0.310911,    0.000000 | 2.962166e-04, 7.243435e-04,   0.054740 :       OK
480 :   0.170744,   0.468060, -83.527707 |   0.797564,  -0.192498,    0.000000 | 6.944989e-05, 2.902020e-04,   0.020838 :       OK
481 :   0.531087,   0.054898,  -9.564413 |   0.877438,  -0.056169,    0.000000 | 6.089724e-05, 9.347396e-04,   0.061042 :       OK
482 :   0.393144,  -0.053625,  31.289390 |   0.599114,   0.260778,    0.000000 | 7.926470e-05, 1.832210e-04,   0.017505 :       OK
483 :  -0.374175,  -0.027316, -26.819025 |  -0.570193,   0.237859,    0.000000 | 9.125657e-05, 2.199007e-04,   0.022080 :       OK
484 :   0.030481,  -0.603895,   5.288075 |   0.141635,  -0.985612,    0.000000 | 1.481308e-03, 2.146461e-04,   0.086126 :       OK
485 :   0.070747,   0.154418, -86.607037 |   0.260739,  -0.101249,    0.000000 | 5.324829e-05, 1.377235e-04,   0.030247 :       OK
486 :  -0.065789,  -0.460610,  -6.084915 |  -0.188133,  -0.742756,    0.000000 | 5.093982e-04, 1.283372e-04,   0.039282 :       OK
487 :  -0.303092,   0.080803, -41.096965 |  -0.288669,   0.428365,    0.000000 | 3.734279e-04, 2.522809e-04,   0.049987 :       OK
488 :  -0.714892,   0.248427,  70.771984 |  -0.773982,  -0.976855,    0.000000 | 5.352839e-04, 4.228678e-04,   0.031360 :       OK
489 :  -0.255643,  -0.584161,  45.745889 |   0.395235,  -0.972834,    0.000000 | 1.271715e-03, 5.183523e-04,   0.074933 :       OK
490 :  -0.305494,   0.533686,  46.386050 |  -0.983312,   0.242001,    0.000000 | 1.982187e+00, 1.950794e-01,  11.142758 : Overflow
491 :  -0.127947,  -0.175091,  40.591027 |   0.027607,  -0.356044,    0.000000 | 5.174098e-05, 4.244050e-06,   0.008329 :       OK
492 :   0.134923,  -0.589157,  49.236590 |   0.879915,  -0.465194,    0.000000 | 4.862266e-04, 9.171865e-04,   0.059759 :       OK
493 :  -0.273924,   0.109688,  -6.351233 |  -0.428338,   0.229422,    0.000000 | 3.272823e-04, 6.127560e-04,   0.081913 :       OK
494 :   0.248158,  -0.510910,  56.265837 |   0.926626,  -0.127386,    0.000000 | 1.403824e-04, 1.029769e-03,   0.063663 :       OK
495 :   0.258673,   0.464355, -77.300102 |   0.839622,  -0.247439,    0.000000 | 2.184494e-04, 7.444370e-04,   0.050783 :       OK
496 :  -0.463514,   0.120650, -25.385986 |  -0.604416,   0.506733,    0.000000 | 6.031795e-04, 7.178043e-04,   0.068109 :       OK
497 :  -0.271483,   0.339685, -48.876590 |   0.127349,   0.704669,    0.000000 | 9.398283e-04, 1.709582e-04,   0.076432 :       OK
498 :  -0.285302,   0.101009,  29.318593 |  -0.491094,  -0.085024,    0.000000 | 8.973110e-05, 5.217855e-04,   0.060865 :       OK
499 :  -0.235090,  -0.282482, -43.475983 |  -0.600998,  -0.071193,    0.000000 | 3.901094e-05, 3.333850e-04,   0.031778 :       OK
---------------------------------------------
Test summary
 Error of x : 3.903751e-06 to 1.986573e+00, avg 8.611112e-02
 Error of y : 6.754311e-07 to 1.935464e+00, avg 7.543294e-02
 Error of z : 0.000408 deg to 43.182933 deg, avg 1.495913 deg
---------------------------------------------
